Instance,,PanSampler,,,SMTSampler,,,GuidedSampler,,,CSB,
,,#sol,#time,,#sol,#time,,#sol,#time,,#sol,#time
QF_BV/RWS/Example_1.txt,,3,11.92,,4,11.97,,5,23.97,,4,1.01
QF_BV/RWS/Example_14.txt,,3,19.47,,4,17.1,,4,26.6,,4,2.71
QF_BV/RWS/Example_2.txt,,3,10.57,,5,18.13,,4,15.89,,4,0.66
QF_BV/RWS/Example_4.txt,,2,9.5,,3,14.14,,5,21.83,,2,0.73
QF_BV/RWS/Example_5.txt,,2,10.21,,3,8.24,,3,4.39,,3,0.53
QF_BV/RWS/Example_6.txt,,2,3.91,,4,15.61,,5,20.49,,3,0.28
QF_BV/bench_ab/a168test0018,,1,0.04,,1,0.04,,1,0.3,,1,0.03
QF_BV/bench_ab/a403test0043,,1,0.04,,1,0.03,,1,0.05,,1,0.09
QF_BV/bench_ab/a423test0008,,1,0.02,,1,0.04,,1,0.06,,1,0.07
QF_BV/bench_ab/a481test0001,,2,0.14,,50,0.97,,33,0.56,,3,0.06
QF_BV/bench_ab/a493test0006,,2,0.16,,47,0.67,,43,0.76,,2,0.08
QF_BV/bench_ab/a503test0089,,1,0.06,,1,0.04,,1,0.04,,1,0.45
QF_BV/bench_ab/a628test0066,,1,0.07,,1,0.04,,1,0.05,,1,0.05
QF_BV/bench_ab/a639test0017,,5,0.12,,9,0.26,,9,0.08,,3,0.14
QF_BV/bench_ab/a651test0090,,1,0.07,,1,0.03,,1,0.05,,1,0.04
QF_BV/bench_ab/a655test0003,,1,0.04,,1,0.03,,1,0.24,,1,0.02
QF_BV/bench_ab/a656test0092,,1,0.05,,1,0.03,,1,0.05,,1,0.06
QF_BV/bench_ab/a659test0071,,1,0.05,,1,0.28,,1,0.05,,1,0.06
QF_BV/bench_ab/a688test0103,,1,0.03,,1,0.03,,1,0.06,,1,0.45
QF_BV/bmc-bv/adpcm,,1,0.02,,1,0.04,,1,0.52,,1,0.35
QF_BV/bmc-bv/ex19,,2,31.08,,--,--,,--,--,,--,--
QF_BV/bmc-bv/fermat,,3,6.15,,3,11.67,,3,11.42,,--,--
QF_BV/bmc-bv/graycode,,1,1.85,,1,0.15,,1,0.16,,1,0.2
QF_BV/bmc-bv/inf1,,1,0.11,,1,0.04,,1,0.05,,1,0.05
QF_BV/bmc-bv/magic,,1,5.63,,1,2.07,,1,1.65,,1,0.77
QF_BV/bmc-bv/matrixsqrt,,2,4.41,,2,2.34,,2,2.74,,2,2.37
QF_BV/bmc-bv/queens,,1,2.99,,1,0.39,,1,0.41,,1,0.44
QF_BV/bmc-bv/send-more-money,,1,2.04,,1,0.64,,1,0.66,,1,0.17
QF_BV/bmc-bv/sort,,1,0.42,,1,0.14,,1,0.15,,1,0.3
QF_BV/bmc-bv/sudoku,,1,38.66,,1,1.4,,1,1.61,,1,544.32
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,2,2.66,,10,7.17,,6,4.17,,2,0.45
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,2,4.48,,16,19.49,,2,2.9,,2,0.54
QF_BV/brummayerbiere2/smulov4bw0032,,1,0.71,,1,0.14,,1,0.14,,1,0.3
QF_BV/brummayerbiere2/smulov4bw0064,,1,3.55,,1,0.48,,1,0.68,,1,245.03
QF_BV/brummayerbiere2/smulov4bw0128,,1,40.3,,1,3.53,,1,5.34,,--,--
QF_BV/brummayerbiere2/smulov4bw0256,,1,581.83,,--,--,,--,--,,--,--
QF_BV/gulwani-pldi08/fig1d.phx,,2,55.68,,8,34.56,,5,17.75,,2,43.77
QF_BV/gulwani-pldi08/fig5.phx,,2,34.9,,195,502.59,,250,590.67,,4,84.73
QF_BV/gulwani-pldi08/fig6.phx,,3,8.87,,79,45.53,,79,43.14,,3,1.14
QF_BV/gulwani-pldi08/merge.phx,,1,11.95,,1,4.37,,1,6.11,,1,0.8
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,2,24.68,,109,310.31,,145,263.62,,2,9.76
QF_BV/sage/app1/bench_1141,,2,3.7,,4,83.78,,4,118.22,,2,0.44
QF_BV/sage/app1/bench_1288,,1,2.27,,1,1.1,,1,0.72,,1,0.71
QF_BV/sage/app1/bench_1339,,1,1.11,,1,0.6,,1,0.47,,1,0.28
QF_BV/sage/app1/bench_1346,,1,1.26,,1,0.44,,1,0.89,,1,0.23
QF_BV/sage/app1/bench_1710,,2,0.1,,13,0.27,,13,0.16,,2,0.45
QF_BV/sage/app1/bench_1742,,1,0.09,,1,0.05,,1,0.05,,1,0.06
QF_BV/sage/app1/bench_1768,,1,0.07,,1,0.03,,1,0.07,,1,0.03
QF_BV/sage/app12/bench_1183,,1,8.06,,1,6.28,,1,4.29,,1,0.54
QF_BV/sage/app12/bench_1353,,1,0.73,,1,0.03,,1,0.06,,1,0.01
QF_BV/sage/app12/bench_2211,,1,0.41,,1,0.1,,1,0.1,,1,0.07
QF_BV/sage/app12/bench_2353,,2,11.86,,495,92.35,,495,108.64,,2,0.05
QF_BV/sage/app12/bench_363,,1,0.13,,1,0.11,,1,0.08,,1,0.04
QF_BV/sage/app12/bench_3921,,1,0.09,,1,0.07,,1,0.06,,1,0.43
QF_BV/sage/app12/bench_4066,,1,0.03,,1,0.03,,1,0.26,,1,0.08
QF_BV/sage/app12/bench_4177,,2,0.05,,7,0.07,,7,0.5,,2,0.48
QF_BV/sage/app12/bench_446,,2,0.13,,28,0.66,,28,0.98,,2,0.06
QF_BV/sage/app12/bench_5599,,2,0.15,,16,0.86,,16,0.69,,2,0.06
QF_BV/sage/app12/bench_797,,1,0.07,,1,0.02,,1,0.06,,1,0.06
QF_BV/sage/app12/bench_953,,1,0.07,,1,0.05,,1,0.05,,1,0.08
QF_BV/sage/app12/bench_971,,1,0.02,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app2/bench_1196,,2,4.04,,60,11.35,,53,6.49,,2,0.93
QF_BV/sage/app2/bench_1387,,1,13.37,,1,0.74,,1,0.42,,1,0.45
QF_BV/sage/app2/bench_225,,2,3.7,,59,8.48,,69,10.13,,2,1.02
QF_BV/sage/app2/bench_278,,1,2.73,,1,0.21,,1,0.3,,1,0.23
QF_BV/sage/app2/bench_282,,1,2.62,,1,0.3,,1,0.64,,1,0.31
QF_BV/sage/app2/bench_458,,2,0.09,,12,0.23,,12,0.28,,2,0.05
QF_BV/sage/app2/bench_48,,3,1.68,,60,9.25,,60,8.26,,2,0.07
QF_BV/sage/app2/bench_642,,2,3.33,,37,8.76,,52,8.74,,2,0.47
QF_BV/sage/app2/bench_645,,1,0.64,,1,0.39,,1,0.32,,1,0.55
QF_BV/sage/app2/bench_664,,2,2.96,,32,3.52,,39,5.89,,2,0.39
QF_BV/sage/app2/bench_719,,2,3.64,,42,7.33,,39,7.82,,2,0.29
QF_BV/sage/app2/bench_830,,2,2.67,,44,5.51,,53,8.79,,2,0.24
QF_BV/sage/app2/bench_863,,2,3.55,,68,10.98,,67,15.25,,2,1.17
QF_BV/sage/app5/bench_1163,,2,0.56,,44,5.28,,85,5.62,,3,0.09
QF_BV/sage/app5/bench_1169,,1,0.04,,1,0.03,,1,0.07,,1,0.04
QF_BV/sage/app5/bench_1170,,2,0.58,,79,7.41,,88,9.58,,3,0.09
QF_BV/sage/app5/bench_1182,,2,5.32,,21,1.94,,21,1.47,,2,0.67
QF_BV/sage/app5/bench_1262,,2,0.15,,17,0.36,,16,0.24,,3,0.07
QF_BV/sage/app5/bench_1298,,1,0.08,,1,0.03,,1,0.1,,1,0.07
QF_BV/sage/app5/bench_349,,1,3.61,,1,0.15,,1,0.13,,1,0.23
QF_BV/sage/app5/bench_357,,1,3.32,,1,0.15,,1,0.13,,1,0.21
QF_BV/sage/app5/bench_42,,1,1.9,,1,0.05,,1,0.06,,1,0.14
QF_BV/sage/app5/bench_555,,1,0.03,,1,0.04,,1,0.04,,1,0.08
QF_BV/sage/app5/bench_565,,1,0.03,,1,0.02,,1,0.05,,1,0.06
QF_BV/sage/app5/bench_575,,2,0.11,,30,0.61,,30,0.41,,2,0.52
QF_BV/sage/app5/bench_597,,1,0.05,,1,0.18,,1,0.05,,1,0.04
QF_BV/sage/app5/bench_742,,1,0.17,,1,0.06,,1,0.07,,1,0.13
QF_BV/sage/app5/bench_794,,2,0.05,,17,0.22,,17,0.23,,2,0.06
QF_BV/sage/app5/bench_959,,1,0.24,,1,0.05,,1,0.24,,1,0.06
QF_BV/sage/app5/bench_960,,3,0.09,,17,0.21,,17,0.22,,2,0.05
QF_BV/sage/app8/bench_1892,,1,0.35,,1,0.07,,1,0.08,,1,0.53
QF_BV/sage/app8/bench_2006,,2,0.53,,2,0.15,,2,0.12,,2,0.08
QF_BV/sage/app8/bench_23,,1,0.9,,1,0.41,,1,0.51,,1,0.59
QF_BV/sage/app8/bench_2310,,2,0.31,,5,0.13,,5,0.12,,2,0.07
QF_BV/sage/app8/bench_2880,,2,0.85,,5,0.29,,5,0.48,,2,0.21
QF_BV/sage/app8/bench_3177,,1,0.71,,1,0.17,,1,0.16,,1,0.13
QF_BV/sage/app8/bench_3314,,1,0.55,,1,0.11,,1,0.1,,1,0.21
QF_BV/sage/app8/bench_3368,,1,0.49,,1,0.13,,1,0.09,,1,0.13
QF_BV/sage/app8/bench_3424,,1,0.35,,1,0.07,,1,0.25,,1,0.5
QF_BV/sage/app8/bench_3448,,1,0.15,,1,0.04,,1,0.07,,1,0.14
QF_BV/sage/app8/bench_3677,,2,0.16,,11,0.14,,11,0.14,,2,0.07
QF_BV/sage/app8/bench_3814,,1,0.36,,1,0.19,,1,0.13,,1,0.1
QF_BV/sage/app8/bench_3836,,1,0.05,,1,0.03,,1,0.58,,1,0.03
QF_BV/sage/app8/bench_400,,1,6.86,,1,2.14,,1,1.56,,1,16.86
QF_BV/sage/app8/bench_443,,1,6.51,,1,1.98,,1,1.99,,1,17.52
QF_BV/sage/app8/bench_498,,1,5.3,,1,2.09,,1,2.11,,--,--
QF_BV/sage/app8/bench_525,,2,0.18,,11,0.14,,11,0.65,,2,0.51
QF_BV/sage/app8/bench_828,,1,4.63,,1,1.43,,1,1.86,,1,19.68
QF_BV/sage/app9/bench_1203,,1,0.35,,1,0.07,,1,0.11,,1,0.07
QF_BV/sage/app9/bench_1269,,2,0.44,,2,0.36,,2,0.29,,2,0.51
QF_BV/sage/app9/bench_1323,,1,0.22,,1,0.07,,1,0.24,,1,0.06
QF_BV/sage/app9/bench_1384,,2,1.97,,3,0.88,,3,1.05,,2,0.61
QF_BV/sage/app9/bench_1400,,2,2.14,,3,2.59,,3,1.11,,2,0.8
QF_BV/sage/app9/bench_1552,,2,1.1,,4,0.48,,4,0.48,,2,0.18
QF_BV/sage/app9/bench_1659,,2,1.27,,2,0.4,,2,0.33,,2,0.17
QF_BV/sage/app9/bench_2061,,2,0.07,,29,0.72,,29,0.57,,2,0.05
QF_BV/sage/app9/bench_2127,,1,0.03,,1,0.16,,1,0.06,,1,0.44
QF_BV/sage/app9/bench_2358,,2,0.05,,8,0.06,,8,0.08,,2,0.1
QF_BV/sage/app9/bench_2518,,1,0.24,,1,0.07,,1,0.5,,1,0.44
QF_BV/sage/app9/bench_2940,,1,0.53,,1,0.29,,1,0.29,,1,0.11
QF_BV/sage/app9/bench_3134,,1,6.57,,1,1.7,,1,2.5,,1,19.65
QF_BV/sage/app9/bench_3261,,2,0.07,,4,0.07,,4,0.59,,2,0.05
QF_BV/sage/app9/bench_3270,,1,0.03,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app9/bench_3278,,1,6.88,,1,2.41,,1,2.17,,1,17.67
QF_BV/sage/app9/bench_866,,1,0.04,,1,0.15,,1,0.04,,1,0.05
QF_BV/sage/app9/bench_885,,2,2.46,,85,18.66,,83,26.84,,2,0.57
QF_BV/sage/app9/bench_919,,2,0.13,,5,0.34,,5,0.1,,2,0.05
QF_BV/sage/app9/bench_979,,1,0.09,,1,0.03,,1,0.06,,1,0.44
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,2,10.1,,51,33.22,,50,38.46,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,2,11.66,,50,30.79,,50,36.27,,2,26.95
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,2,12.23,,50,28.19,,50,37.19,,2,26.72
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,2,38.52,,3,23.44,,277,1985.74,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,2,49.44,,361,1840.96,,343,2187.25,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,2,38.89,,31,112.66,,191,1864.58,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,2,36.07,,11,61.0,,260,1871.35,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,2,34.75,,2,14.85,,361,1595.07,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,2,42.69,,8,58.01,,217,1732.17,,--,--
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,2,1.18,,6,0.8,,9,1.15,,2,0.15
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,2,1.04,,6,0.38,,5,0.41,,2,0.15
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,2,1.33,,6,0.79,,7,0.98,,2,0.15
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,2,1.43,,10,1.07,,10,1.49,,2,0.22
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.93,,1,0.18,,1,0.58,,--,--
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,2,1.44,,25,1.83,,17,0.94,,2,0.49
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,1,1.7,,1,0.11,,1,0.1,,1,0.18
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,1,0.66,,1,0.06,,1,0.05,,1,0.08
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,1,0.41,,1,0.05,,1,0.4,,1,0.44
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,1,0.81,,1,0.1,,1,0.07,,1,0.06
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,1,0.92,,1,0.3,,1,0.06,,1,0.05
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,1,0.98,,1,0.18,,1,0.07,,1,0.08
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,2,1.44,,3,0.1,,3,0.1,,2,0.13
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,1,1.35,,1,0.08,,1,0.07,,1,0.44
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,1,0.8,,1,0.08,,1,0.08,,1,0.07
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,1,0.87,,1,0.06,,1,0.12,,1,0.07
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,1,0.86,,1,0.08,,1,0.12,,1,0.08
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,1,1.24,,1,0.09,,1,0.07,,1,0.09
QF_BV/tacas07/s-40-50-bv,,2,65.69,,3,22.33,,3,16.83,,3,658.48
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,1,0.07,,1,0.03,,1,0.05,,--,--
QF_ABV/bench_ab/a283test0002,,1,0.04,,1,0.03,,1,0.61,,--,--
QF_ABV/bench_ab/a288test0004,,1,0.08,,1,0.05,,1,0.07,,--,--
QF_ABV/bench_ab/a296test0002,,1,2.05,,1,0.33,,1,0.1,,--,--
QF_ABV/bench_ab/a84test0002,,1,0.03,,1,0.03,,1,0.06,,--,--
QF_ABV/bench_ab/b264test0001,,1,0.07,,1,0.03,,1,0.08,,--,--
QF_ABV/bmc-arrays/ex20,,2,43.05,,--,--,,--,--,,--,--
QF_ABV/bmc-arrays/ex6,,2,0.32,,27,0.99,,40,1.42,,--,--
QF_ABV/bmc-arrays/inf4,,1,0.59,,1,5.57,,1,5.86,,--,--
QF_ABV/bmc-arrays/simple_control_on_input,,2,5.24,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,3,53.71,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,3,0.16,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,5,0.72,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,2,0.98,,59,2.77,,97,7.15,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,2,2.5,,76,6.12,,115,17.11,,--,--
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,2,1.19,,59,2.58,,59,4.71,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,5,0.45,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,2,0.22,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,5,0.38,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,3,0.15,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,3,0.15,,--,--,,25,2.14,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,2,3.91,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,2,0.42,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,2,0.3,,12,0.45,,66,3.38,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,2,10.56,,10,3.16,,2,11.18,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,4,0.18,,--,--,,24,3.34,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,2,4.79,,--,--,,2,4.82,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,2,3.0,,--,--,,--,--,,--,--
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,2,3.25,,3,0.66,,16,3.12,,--,--
QF_ABV/egt/egt-0474,,1,0.12,,1,0.07,,1,0.07,,--,--
QF_ABV/egt/egt-1526,,1,0.15,,1,0.25,,1,0.07,,--,--
QF_ABV/egt/egt-1550,,1,0.14,,1,0.08,,1,0.06,,--,--
QF_ABV/egt/egt-4211,,1,0.14,,1,0.09,,1,0.1,,--,--
QF_ABV/egt/egt-6650,,1,0.09,,1,0.04,,1,0.08,,--,--
QF_ABV/egt/egt-7155,,1,0.16,,1,0.05,,1,0.06,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,2,0.26,,--,--,,--,--,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,2,1.69,,11,6.48,,10,2.76,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,2,2.24,,8,5.96,,8,10.94,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,2,1.44,,12,2.08,,11,11.74,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,2,2.63,,12,6.05,,4,10.7,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,2,2.34,,12,5.97,,12,3.44,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,2,2.25,,11,2.95,,11,2.72,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,2,2.04,,12,2.42,,11,3.2,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,2,2.53,,11,2.21,,10,2.47,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,2,2.73,,9,1.49,,8,3.55,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,2,2.38,,9,2.9,,9,3.81,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,2,2.38,,9,2.35,,10,3.13,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,2,2.65,,11,2.58,,11,3.98,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,2,1.95,,14,4.59,,14,3.62,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,2,2.95,,15,3.35,,15,4.96,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,2,0.83,,10,0.45,,19,2.37,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,1,0.7,,1,0.77,,1,0.65,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,1,1.02,,1,5.19,,1,0.55,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,1,1.22,,1,0.75,,1,1.27,,--,--
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,2,0.82,,23,1.57,,37,2.99,,--,--
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,2,1.15,,8,0.87,,7,0.72,,--,--
,,,,,,,,,,,,
