Instance,,PanSampler-位1,,,PanSampler-位10,,,PanSampler-位50,,,PanSampler-位100,
,,#sol,#time,,#sol,#time,,#sol,#time,,#sol,#time
QF_BV/RWS/Example_1.txt,,9,15.43,,9,17.2,,9,27.21,,8,53.05
QF_BV/RWS/Example_14.txt,,10,24.66,,9,30.46,,9,43.42,,9,55.24
QF_BV/RWS/Example_2.txt,,8,12.72,,8,17.22,,7,20.25,,7,34.19
QF_BV/RWS/Example_4.txt,,6,10.17,,6,11.73,,6,24.89,,6,31.99
QF_BV/RWS/Example_5.txt,,5,9.4,,5,11.48,,5,19.76,,5,37.76
QF_BV/RWS/Example_6.txt,,5,4.92,,5,5.64,,5,8.02,,5,19.75
QF_BV/bench_ab/a168test0018,,1,0.02,,1,0.05,,1,0.04,,1,0.06
QF_BV/bench_ab/a403test0043,,35,0.17,,3,0.05,,3,0.06,,2,0.19
QF_BV/bench_ab/a423test0008,,2,0.02,,2,0.04,,2,0.02,,2,0.09
QF_BV/bench_ab/a481test0001,,5,0.08,,4,0.13,,4,0.26,,4,0.5
QF_BV/bench_ab/a493test0006,,33,0.38,,3,0.14,,4,0.28,,4,0.65
QF_BV/bench_ab/a503test0089,,1,0.04,,1,0.05,,1,0.06,,1,0.08
QF_BV/bench_ab/a628test0066,,1,0.03,,1,0.06,,1,0.07,,1,0.07
QF_BV/bench_ab/a639test0017,,249,1.61,,205,1.91,,21,0.33,,24,1.24
QF_BV/bench_ab/a651test0090,,297,1.52,,27,0.2,,13,0.22,,5,0.24
QF_BV/bench_ab/a655test0003,,94,0.44,,112,0.84,,16,0.19,,6,0.14
QF_BV/bench_ab/a656test0092,,1,0.02,,1,0.02,,1,0.05,,1,0.02
QF_BV/bench_ab/a659test0071,,334,1.75,,240,1.73,,40,0.43,,25,0.43
QF_BV/bench_ab/a688test0103,,1,0.02,,1,0.05,,1,0.03,,1,0.03
QF_BV/bmc-bv/adpcm,,1,0.01,,1,0.02,,1,0.02,,1,0.02
QF_BV/bmc-bv/ex19,,12,40.81,,6,39.84,,5,68.99,,4,150.23
QF_BV/bmc-bv/fermat,,--,--,,4,2.93,,4,8.37,,--,--
QF_BV/bmc-bv/graycode,,1,0.46,,1,0.72,,1,1.85,,1,3.85
QF_BV/bmc-bv/inf1,,3,0.07,,2,0.14,,3,0.25,,2,0.36
QF_BV/bmc-bv/magic,,1,2.27,,1,3.26,,1,5.63,,1,11.59
QF_BV/bmc-bv/matrixsqrt,,3,0.7,,3,2.2,,3,6.2,,3,13.7
QF_BV/bmc-bv/queens,,1,1.25,,1,1.89,,1,2.99,,1,6.57
QF_BV/bmc-bv/send-more-money,,1,0.35,,1,1.21,,1,2.04,,1,4.85
QF_BV/bmc-bv/sort,,1,0.27,,1,0.34,,1,0.42,,1,1.16
QF_BV/bmc-bv/sudoku,,1,20.43,,1,23.66,,1,38.66,,1,71.65
QF_BV/bmc-bv-svcomp14/byte_add_false.c.17,,3,3.79,,3,3.22,,3,3.39,,3,6.67
QF_BV/bmc-bv-svcomp14/byte_add_false.c.21,,3,3.63,,3,3.89,,3,6.47,,3,6.33
QF_BV/brummayerbiere2/smulov4bw0032,,3,0.25,,3,0.79,,3,2.13,,3,3.79
QF_BV/brummayerbiere2/smulov4bw0064,,4,1.0,,3,2.76,,3,9.8,,3,21.15
QF_BV/brummayerbiere2/smulov4bw0128,,4,17.72,,3,57.75,,3,73.36,,3,125.66
QF_BV/brummayerbiere2/smulov4bw0256,,3,389.38,,3,924.82,,3,917.66,,3,1320.99
QF_BV/gulwani-pldi08/fig1d.phx,,6,79.8,,5,76.24,,5,100.69,,5,126.85
QF_BV/gulwani-pldi08/fig5.phx,,--,--,,5,34.15,,5,56.76,,--,--
QF_BV/gulwani-pldi08/fig6.phx,,--,--,,7,9.07,,6,16.57,,--,--
QF_BV/gulwani-pldi08/merge.phx,,2,3.7,,2,8.91,,2,20.54,,2,31.92
QF_BV/gulwani-pldi08/simplePostAndPre.phx,,5,20.36,,5,28.05,,4,38.11,,4,45.39
QF_BV/sage/app1/bench_1141,,4,3.76,,3,3.63,,3,5.06,,3,11.7
QF_BV/sage/app1/bench_1288,,3,1.57,,3,2.5,,2,4.09,,3,8.42
QF_BV/sage/app1/bench_1339,,2,0.75,,3,1.84,,2,1.89,,2,3.95
QF_BV/sage/app1/bench_1346,,2,0.87,,2,1.17,,3,3.41,,3,7.51
QF_BV/sage/app1/bench_1710,,141,1.48,,8,0.17,,4,0.14,,4,0.21
QF_BV/sage/app1/bench_1742,,4,0.08,,3,0.12,,2,0.13,,2,0.18
QF_BV/sage/app1/bench_1768,,4,0.08,,3,0.13,,2,0.11,,2,0.14
QF_BV/sage/app12/bench_1183,,3,8.64,,3,10.0,,3,16.97,,3,21.01
QF_BV/sage/app12/bench_1353,,83,44.15,,3,1.34,,4,2.35,,4,3.31
QF_BV/sage/app12/bench_2211,,2,0.17,,2,0.36,,2,0.71,,2,1.42
QF_BV/sage/app12/bench_2353,,93,503.25,,11,46.09,,16,69.52,,18,157.53
QF_BV/sage/app12/bench_363,,2,0.11,,2,0.16,,2,0.2,,2,0.31
QF_BV/sage/app12/bench_3921,,16,0.46,,--,--,,--,--,,--,--
QF_BV/sage/app12/bench_4066,,1,0.01,,1,0.03,,1,0.03,,1,0.09
QF_BV/sage/app12/bench_4177,,56,0.28,,3,0.08,,2,0.05,,2,0.12
QF_BV/sage/app12/bench_446,,--,--,,3,0.11,,3,0.16,,--,--
QF_BV/sage/app12/bench_5599,,42,0.77,,2,0.15,,2,0.15,,2,0.2
QF_BV/sage/app12/bench_797,,1,0.03,,1,0.06,,1,0.07,,1,0.11
QF_BV/sage/app12/bench_953,,4,0.05,,2,0.09,,2,0.09,,2,0.12
QF_BV/sage/app12/bench_971,,1,0.02,,1,0.04,,1,0.02,,1,0.04
QF_BV/sage/app2/bench_1196,,5,5.33,,4,3.66,,4,7.33,,4,12.06
QF_BV/sage/app2/bench_1387,,5,47.11,,4,33.04,,4,50.48,,5,94.28
QF_BV/sage/app2/bench_225,,5,4.04,,4,3.62,,4,7.38,,4,9.31
QF_BV/sage/app2/bench_278,,3,1.26,,3,2.67,,3,6.42,,3,16.2
QF_BV/sage/app2/bench_282,,3,1.02,,2,1.83,,2,4.82,,2,9.41
QF_BV/sage/app2/bench_458,,15,0.16,,5,0.13,,4,0.14,,4,0.22
QF_BV/sage/app2/bench_48,,105,40.96,,18,5.98,,16,6.38,,18,8.77
QF_BV/sage/app2/bench_642,,7,5.57,,7,4.86,,5,7.76,,5,11.0
QF_BV/sage/app2/bench_645,,3,0.46,,3,1.15,,3,1.56,,3,3.13
QF_BV/sage/app2/bench_664,,9,6.28,,6,4.76,,6,7.99,,6,12.15
QF_BV/sage/app2/bench_719,,7,4.81,,7,4.58,,7,10.72,,6,10.8
QF_BV/sage/app2/bench_830,,21,12.14,,7,4.51,,8,9.26,,7,10.16
QF_BV/sage/app2/bench_863,,4,4.05,,4,3.98,,4,6.42,,3,9.35
QF_BV/sage/app5/bench_1163,,--,--,,4,0.52,,4,0.96,,--,--
QF_BV/sage/app5/bench_1169,,1,0.02,,1,0.03,,1,0.04,,1,0.04
QF_BV/sage/app5/bench_1170,,--,--,,4,0.69,,4,0.91,,--,--
QF_BV/sage/app5/bench_1182,,4,1.44,,3,2.5,,3,7.45,,3,10.14
QF_BV/sage/app5/bench_1262,,5,0.1,,3,0.14,,3,0.2,,3,0.37
QF_BV/sage/app5/bench_1298,,1,0.02,,1,0.03,,1,0.08,,1,0.12
QF_BV/sage/app5/bench_349,,5,5.25,,3,4.43,,3,8.79,,3,16.21
QF_BV/sage/app5/bench_357,,4,3.59,,3,4.23,,3,9.59,,3,16.23
QF_BV/sage/app5/bench_42,,4,1.2,,3,1.8,,3,4.86,,3,6.79
QF_BV/sage/app5/bench_555,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_565,,1,0.02,,1,0.03,,1,0.03,,1,0.04
QF_BV/sage/app5/bench_575,,--,--,,4,0.12,,3,0.13,,--,--
QF_BV/sage/app5/bench_597,,1,0.02,,1,0.03,,1,0.05,,1,0.03
QF_BV/sage/app5/bench_742,,1,0.12,,1,0.19,,1,0.17,,1,0.52
QF_BV/sage/app5/bench_794,,--,--,,2,0.05,,2,0.05,,2,0.16
QF_BV/sage/app5/bench_959,,4,0.34,,3,0.45,,3,0.55,,3,1.18
QF_BV/sage/app5/bench_960,,--,--,,5,0.09,,6,0.14,,--,--
QF_BV/sage/app8/bench_1892,,3,0.29,,3,0.57,,3,0.91,,3,1.26
QF_BV/sage/app8/bench_2006,,4,0.33,,3,0.45,,3,0.77,,3,1.53
QF_BV/sage/app8/bench_23,,3,0.64,,3,1.24,,3,2.34,,3,3.83
QF_BV/sage/app8/bench_2310,,4,0.12,,3,0.27,,3,0.41,,3,0.72
QF_BV/sage/app8/bench_2880,,4,0.37,,4,0.75,,4,1.61,,3,2.18
QF_BV/sage/app8/bench_3177,,3,0.75,,3,1.11,,3,1.74,,3,3.67
QF_BV/sage/app8/bench_3314,,3,0.37,,3,0.67,,3,1.41,,3,2.39
QF_BV/sage/app8/bench_3368,,3,0.48,,3,1.02,,3,1.43,,3,2.57
QF_BV/sage/app8/bench_3424,,3,0.27,,3,0.48,,3,0.81,,3,1.61
QF_BV/sage/app8/bench_3448,,3,0.17,,2,0.21,,2,0.24,,2,0.45
QF_BV/sage/app8/bench_3677,,4,0.11,,4,0.2,,3,0.21,,4,0.57
QF_BV/sage/app8/bench_3814,,4,0.39,,3,0.56,,3,0.9,,3,1.92
QF_BV/sage/app8/bench_3836,,24,0.17,,2,0.07,,2,0.07,,2,0.07
QF_BV/sage/app8/bench_400,,3,7.18,,3,9.63,,3,17.98,,2,17.63
QF_BV/sage/app8/bench_443,,3,9.5,,3,9.5,,3,16.1,,3,31.81
QF_BV/sage/app8/bench_498,,3,8.19,,3,9.64,,3,16.84,,3,36.88
QF_BV/sage/app8/bench_525,,7,0.11,,4,0.19,,4,0.28,,3,0.39
QF_BV/sage/app8/bench_828,,3,7.59,,3,9.31,,3,12.26,,3,19.66
QF_BV/sage/app9/bench_1203,,3,0.33,,3,0.79,,3,1.0,,3,2.03
QF_BV/sage/app9/bench_1269,,3,0.21,,3,0.38,,3,0.62,,3,1.2
QF_BV/sage/app9/bench_1323,,4,0.19,,3,0.3,,3,0.5,,3,1.02
QF_BV/sage/app9/bench_1384,,5,1.32,,4,1.76,,4,4.1,,4,6.19
QF_BV/sage/app9/bench_1400,,4,0.95,,4,1.56,,4,4.12,,4,7.07
QF_BV/sage/app9/bench_1552,,4,0.67,,4,0.93,,4,2.04,,4,3.81
QF_BV/sage/app9/bench_1659,,4,0.62,,4,1.13,,4,2.39,,4,4.38
QF_BV/sage/app9/bench_2061,,--,--,,3,0.12,,4,0.12,,--,--
QF_BV/sage/app9/bench_2127,,1,0.01,,1,0.03,,1,0.03,,1,0.11
QF_BV/sage/app9/bench_2358,,26,0.08,,2,0.03,,2,0.05,,2,0.03
QF_BV/sage/app9/bench_2518,,3,0.15,,2,0.28,,2,0.41,,2,0.8
QF_BV/sage/app9/bench_2940,,4,0.52,,3,0.64,,3,1.17,,3,2.23
QF_BV/sage/app9/bench_3134,,3,9.91,,3,14.86,,3,17.51,,3,36.56
QF_BV/sage/app9/bench_3261,,26,0.2,,2,0.05,,2,0.07,,2,0.2
QF_BV/sage/app9/bench_3270,,1,0.01,,1,0.03,,1,0.03,,1,0.03
QF_BV/sage/app9/bench_3278,,3,9.22,,3,10.23,,3,17.48,,3,34.73
QF_BV/sage/app9/bench_866,,1,0.02,,1,0.04,,1,0.04,,1,0.04
QF_BV/sage/app9/bench_885,,6,1.97,,4,2.2,,4,4.32,,3,7.51
QF_BV/sage/app9/bench_919,,6,0.1,,4,0.14,,3,0.17,,3,0.25
QF_BV/sage/app9/bench_979,,4,0.08,,3,0.15,,2,0.12,,2,0.3
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75770,,3,1.15,,3,5.13,,3,13.84,,3,34.48
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75771,,3,1.11,,3,5.75,,3,17.46,,3,28.2
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc75772,,3,1.31,,3,5.05,,3,17.32,,3,30.41
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76166,,--,--,,5,53.96,,5,88.39,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76167,,--,--,,4,47.69,,4,89.06,,--,--
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76168,,4,31.65,,4,40.59,,4,71.13,,4,121.58
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76751,,--,--,,5,56.17,,4,69.83,,4,80.4
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76752,,--,--,,5,51.66,,5,78.54,,4,77.83
QF_BV/spear/zebra_v0.95a/bgpd_bgpd_vc76753,,--,--,,4,47.34,,4,76.48,,4,171.14
QF_BV/stp_samples/run_00000.trace.cond_017461_0x95026e6_00,,4,0.89,,4,1.13,,3,1.64,,4,2.46
QF_BV/stp_samples/run_00000.trace.cond_017924_0x950130a_00,,5,1.04,,4,1.36,,4,1.88,,3,2.37
QF_BV/stp_samples/run_00000.trace.cond_019659_0x950130a_00,,5,1.59,,4,1.6,,4,2.33,,4,3.72
QF_BV/stp_samples/run_00000.trace.cond_021021_0x7c80d002_00,,5,2.18,,4,1.9,,4,2.49,,4,5.22
QF_BV/stp_samples/run_00000.trace.cond_285209_0xe7b047_00,,1,2.66,,1,2.92,,1,2.93,,1,5.72
QF_BV/stp_samples/run_00013.trace.cond_285237_0xe752eb_00,,6,2.91,,5,2.41,,6,3.05,,6,6.5
QF_BV/stp_samples/run_00013.trace.cond_285420_0xe753c9_00,,4,2.66,,5,5.15,,5,4.15,,5,6.9
QF_BV/stp_samples/run_03230.trace.cond_011983_0x4182de_00,,5,0.85,,4,0.97,,4,1.25,,4,1.53
QF_BV/stp_samples/run_03230.trace.cond_012011_0x4182de_00,,18,3.37,,6,1.39,,4,1.33,,5,3.82
QF_BV/stp_samples/run_03230.trace.cond_012123_0x4182de_00,,8,2.73,,6,2.23,,5,2.92,,5,3.68
QF_BV/stp_samples/run_03230.trace.cond_012151_0x4182de_00,,9,4.4,,7,3.45,,5,3.39,,4,3.12
QF_BV/stp_samples/run_03230.trace.cond_012161_0x4182b4_00,,11,4.86,,6,2.72,,6,4.46,,5,7.19
QF_BV/stp_samples/run_03230.trace.cond_012207_0x4182de_00,,10,5.07,,7,4.37,,5,3.72,,4,5.19
QF_BV/stp_samples/run_03230.trace.cond_025326_0x418209_00,,14,9.35,,7,4.98,,5,4.9,,4,4.81
QF_BV/stp_samples/run_03230.trace.cond_025503_0x418209_00,,4,2.92,,3,2.66,,3,1.87,,2,4.24
QF_BV/stp_samples/run_03230.trace.cond_025521_0x41821d_00,,4,2.13,,3,1.74,,2,1.52,,2,4.98
QF_BV/stp_samples/run_03230.trace.cond_025533_0x418209_00,,3,1.89,,2,1.42,,2,1.54,,2,4.8
QF_BV/stp_samples/run_03230.trace.cond_025570_0x41821d_00,,2,1.33,,2,1.51,,2,2.28,,2,5.72
QF_BV/tacas07/s-40-50-bv,,8,77.4,,6,91.41,,7,168.17,,6,222.85
,,,,,,,,,,,,
QF_ABV/bench_ab/a271test0009,,2,0.04,,2,0.08,,2,0.12,,2,0.19
QF_ABV/bench_ab/a283test0002,,5,0.04,,2,0.08,,2,0.05,,2,0.08
QF_ABV/bench_ab/a288test0004,,3,0.04,,3,0.09,,2,0.11,,2,0.21
QF_ABV/bench_ab/a296test0002,,1,0.32,,1,0.96,,1,2.05,,1,2.2
QF_ABV/bench_ab/a84test0002,,4,0.03,,2,0.04,,2,0.04,,2,0.09
QF_ABV/bench_ab/b264test0001,,1,0.04,,1,0.06,,1,0.07,,1,0.13
QF_ABV/bmc-arrays/ex20,,5,29.68,,5,31.33,,4,68.47,,3,47.24
QF_ABV/bmc-arrays/ex6,,6,0.4,,11,0.82,,9,1.15,,6,1.66
QF_ABV/bmc-arrays/inf4,,1,0.2,,1,0.37,,1,0.59,,1,0.92
QF_ABV/bmc-arrays/simple_control_on_input,,11,4.0,,4,4.37,,4,9.2,,4,15.68
QF_ABV/dwp_formulas/try3_noof_functions_dwp_cut.hash_get_entries.il.dwp,,--,--,,5,75.94,,5,108.84,,--,--
QF_ABV/dwp_formulas/try3_noof_functions_dwp_setuidgid.get_quoting_style.il.dwp,,--,--,,4,0.13,,137,4.26,,10,0.77
QF_ABV/dwp_formulas/try3_sameret_functions_dwp_kill.close_stdout_set_file_name.il.dwp,,15,1.49,,7,1.13,,9,1.01,,9,3.05
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_hostid.set_quoting_style.il.fse-bfs,,4,0.45,,4,0.78,,4,1.7,,4,3.39
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.bkm_scale.il.fse-bfs,,7,0.92,,6,3.26,,6,6.64,,5,13.5
QF_ABV/dwp_formulas/try3_sameret_functions_fse-bfs_vdir.set_quoting_style.il.fse-bfs,,4,0.52,,4,0.79,,3,1.62,,4,2.99
QF_ABV/dwp_formulas/try3_true_functions_dwp_echo.set_char_quoting.il.dwp,,641,48.31,,235,28.09,,8,0.54,,374,54.92
QF_ABV/dwp_formulas/try3_true_functions_dwp_expr.set_char_quoting.il.dwp,,641,49.54,,14,0.88,,8,0.6,,5,0.85
QF_ABV/dwp_formulas/try3_true_functions_dwp_split.set_char_quoting.il.dwp,,641,48.2,,28,1.57,,9,0.63,,8,0.82
QF_ABV/dwp_formulas/try3_true_functions_dwp_whoami.set_quoting_style.il.dwp,,--,--,,6,0.19,,681,48.7,,--,--
QF_ABV/dwp_formulas/try4_true_functions_dwp_nl.get_quoting_style.il.dwp,,--,--,,6,0.19,,8,0.27,,--,--
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_echo.set_quoting_style.il.dwp,,--,--,,4,7.44,,4,12.31,,4,21.31
QF_ABV/dwp_formulas/try5_small_difret_functions_dwp_factor.close_stdout_set_file_name.il.dwp,,5,0.58,,4,0.66,,4,0.77,,4,1.78
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_touch.close_stdout_set_file_name.il.fse-bfs,,4,0.31,,3,0.36,,4,0.53,,4,1.4
QF_ABV/dwp_formulas/try5_small_difret_functions_fse-bfs_vdir.strmode.il.fse-bfs,,14,20.06,,5,14.41,,4,17.88,,4,45.49
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_mkdir.set_quoting_style.il.dwp,,--,--,,5,0.15,,66,2.4,,8,0.6
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.rev_xstrcoll_size.il.dwp,,6,7.74,,5,5.58,,4,11.54,,5,32.7
QF_ABV/dwp_formulas/try5_small_noof_functions_dwp_vdir.strcmp_ctime.il.dwp,,6,5.37,,5,6.38,,4,7.64,,4,23.8
QF_ABV/dwp_formulas/try5_small_noof_functions_wp_stat.set_char_quoting.il.wp,,31,54.02,,26,23.93,,17,28.56,,14,49.14
QF_ABV/egt/egt-0474,,6,0.2,,3,0.2,,3,0.23,,3,0.6
QF_ABV/egt/egt-1526,,13,0.37,,3,0.21,,3,0.31,,3,0.67
QF_ABV/egt/egt-1550,,9,0.6,,3,0.21,,3,0.29,,3,0.67
QF_ABV/egt/egt-4211,,4,0.19,,3,0.25,,3,0.3,,3,0.64
QF_ABV/egt/egt-6650,,5,0.14,,4,0.18,,3,0.16,,3,0.26
QF_ABV/egt/egt-7155,,--,--,,4,0.33,,3,0.33,,--,--
QF_ABV/platania/no_init_simple_member/no_init_simple_member2,,--,--,,2,0.22,,2,0.26,,--,--
QF_ABV/stp_samples/run_00000.trace.cond_021458_0x7c80a939_00,,5,1.79,,4,2.22,,4,3.0,,4,5.23
QF_ABV/stp_samples/run_00000.trace.cond_021487_0x7c80aacd_00,,5,2.34,,4,1.87,,4,3.77,,4,7.41
QF_ABV/stp_samples/run_00000.trace.cond_021513_0x7c80ab56_00,,5,2.86,,5,3.34,,4,2.68,,4,6.21
QF_ABV/stp_samples/run_00000.trace.cond_021516_0x7c80ab62_00,,5,2.73,,5,2.59,,4,4.54,,4,5.16
QF_ABV/stp_samples/run_00000.trace.cond_021524_0x7c80ab81_00,,5,2.52,,4,2.3,,4,4.26,,4,4.85
QF_ABV/stp_samples/run_00000.trace.cond_021528_0x7c80ab8f_00,,5,2.97,,4,2.55,,4,3.91,,4,7.6
QF_ABV/stp_samples/run_00000.trace.cond_021530_0x7c80ab96_00,,5,2.15,,5,2.71,,4,3.53,,4,5.48
QF_ABV/stp_samples/run_00000.trace.cond_021534_0x7c80aba4_00,,5,3.01,,4,2.44,,4,4.21,,4,9.23
QF_ABV/stp_samples/run_00000.trace.cond_022152_0x7c80a939_00,,4,2.62,,4,2.41,,4,4.66,,4,5.0
QF_ABV/stp_samples/run_00000.trace.cond_022198_0x7c80ab39_00,,4,2.58,,4,2.73,,4,4.26,,4,5.6
QF_ABV/stp_samples/run_00000.trace.cond_022207_0x7c80ab56_00,,5,2.98,,5,2.81,,4,4.48,,4,7.72
QF_ABV/stp_samples/run_00000.trace.cond_022301_0x9503aad_00,,5,3.68,,5,3.64,,4,4.51,,4,9.63
QF_ABV/stp_samples/run_00000.trace.cond_022628_0x9502edb_00,,6,4.55,,4,3.39,,4,3.52,,4,8.88
QF_ABV/stp_samples/run_00000.trace.cond_022643_0x9502eaf_00,,5,5.0,,5,5.35,,4,5.49,,4,7.29
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__014071,,34,8.65,,8,1.6,,7,2.08,,--,--
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015045,,3,1.18,,4,1.56,,3,1.94,,3,2.97
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__015532,,4,1.74,,3,1.49,,3,2.52,,3,3.33
QF_ABV/stp_samples/run_00007.trace.Alloc_zero__016019,,3,1.6,,3,1.5,,3,3.02,,3,6.0
QF_ABV/stp_samples/run_00007.trace.cond_014512_0x950130a_00,,4,0.98,,3,0.97,,3,1.11,,3,2.32
QF_ABV/stp_samples/run_00007.trace.cond_014534_0x95026e6_00,,4,1.23,,3,1.01,,3,1.46,,3,2.33
,,,,,,,,,,,,
